Gene A	Gene B	Interaction Methods
CCNE1	CUL1	affinity chromatography technology
CCNE1	CUL3	fluorescent resonance energy transfer
CCNE1	CUL4A	affinity chromatography technology
CCNE1	CUL4B	affinity chromatography technology
CCNE1	E2F4	in vivo
CCNE1	FBXW7	enzymatic study
CCNE1	FOXM1	in vivo
CCNE1	GSK3B	enzymatic study
CCNE1	H1F0	affinity chromatography technology
CCNE1	HERC5	in vivo
CCNE1	HIST1H1A	enzymatic study
CCNE1	HIST1H1B	enzymatic study
CCNE1	MARCKS	enzymatic study
CCNE1	MCM3	affinity chromatography technology
CCNE1	MRE11A	coimmunoprecipitation
CCNE1	MYBL2	in vitro
CCNE1	NBN	coimmunoprecipitation
CCNE1	NPAT	pull down
CCNE1	PIN1	pull down
CCNE1	PRKAR1A	in vitro
CCNE1	PSMA6	affinity chromatography technology
CCNE1	RAB3GAP2	affinity chromatography technology
CCNE1	RB1	enzymatic study
CCNE1	RBL1	in vivo
CCNE1	RBL2	affinity chromatography technology
CCNE1	REL	in vitro
CCNE1	RRN3	pull down
CCNE1	SF3B1	affinity chromatography technology
CCNE1	SKP2	affinity chromatography technology
CCNE1	SMARCA2	affinity chromatography technology
CCNE1	SMARCA4	affinity chromatography technology
CCNE1	SMARCB1	affinity chromatography technology
CCNE1	SMARCC1	in vivo
CCNE1	SMARCD3	in vivo
CCNE1	SRY	biochemical
CCNE1	TCF4	affinity chromatography technology
CCNE1	TUBG1	biochemical
CCNE1	UBC	affinity chromatography technology
CCNE1	UHRF2	far western blotting
CCNE2	CDK2	two hybrid
CCNE2	CDK3	two hybrid
CCNE2	CDKN1A	two hybrid
CCNE2	CDKN1B	two hybrid
CCNE2	CDKN1C	two hybrid
CCNE2	FBXW7	affinity chromatography technology
CCNE2	HIST1H1A	affinity chromatography technology
CCNE2	ORC3	peptide array
CCNE2	PTEN	affinity chromatography technology
CCNE2	SUMO2	in vivo
CCNE2	SUMO3	in vivo
CCNE2	UBC	affinity chromatography technology
CCNF	CCP110	affinity chromatography technology
CCNF	CUL1	pull down
CCNF	PSMA6	affinity chromatography technology
CCNF	RBX1	affinity chromatography technology
CCNF	RRM2	pull down
CCNF	SKP1	affinity chromatography technology
CCNF	SRY	affinity chromatography technology
CCNF	UBC	affinity chromatography technology
CCNG1	CDK5	in vivo
CCNG1	CDKN2A	in vivo
CCNG1	GAK	in vivo
CCNG1	GRN	two hybrid
CCNG1	LTBP3	two hybrid
CCNG1	MDM2	in vivo
CCNG1	MT-CO2	in vivo
CCNG1	NFATC4	two hybrid
CCNG1	PLEKHA4	two hybrid
CCNG1	PPP2CA	in vitro
CCNG1	PPP2R1A	anti bait coimmunoprecipitation
CCNG1	PPP2R4	in vivo
CCNG1	SHKBP1	two hybrid
CCNG1	TFAP2C	two hybrid
CCNG1	TNIP1	two hybrid
CCNG1	TP53	in vivo
CCNG2	NRIP2	two hybrid
CCNG2	PPP2CA	in vitro
CCNG2	PPP2R4	in vitro
CCNG2	PPP2R5B	affinity chromatography technology
CCNG2	PPP2R5C	affinity chromatography technology
CCNG2	SKP1	affinity chromatography technology
CCNG2	SKP2	affinity chromatography technology
CCNG2	UBC	affinity chromatography technology
CCNH	CDK2	two hybrid
CCNH	CDK20	two hybrid
CCNH	CDK7	in vivo
CCNH	CDK8	in vivo
CCNH	CSNK2B	two hybrid
CCNH	CTBP2	two hybrid
CCNH	ERCC3	in vivo
CCNH	ESR1	in vivo
CCNH	FUBP1	in vivo
CCNH	GANAB	two hybrid
CCNH	GOLGA2	two hybrid
CCNH	GTF2E2	in vitro
CCNH	GTF2H1	in vitro
CCNH	GTF2H4	in vivo
CCNH	MCM7	in vivo
CCNH	MNAT1	in vivo
CCNH	MTA1	in vivo
CCNH	PSMA1	two hybrid
CCNH	RADIL	anti bait coimmunoprecipitation
CCNH	RARB	two hybrid
CCNH	SSSCA1	two hybrid
CCNH	SSX2IP	two hybrid
CCNH	TP53	in vivo
CCNH	TRIM8	two hybrid
CCNI	CDC25A	two hybrid
CCNI	CEP63	two hybrid
CCNI	ELAVL1	pull down
CCNI	IL1RAP	two hybrid
CCNI	KRT18	two hybrid
CCNI	UBC	affinity chromatography technology
CCNK	CDK18	two hybrid
CCNK	CDK2	in vitro
CCNK	CDK9	in vivo
CCNK	CEP76	two hybrid pooling approach
CCNK	DKFZp586M1622	two hybrid
CCNK	DVL3	two hybrid
CCNK	EFEMP2	two hybrid pooling approach
CCNK	ELAVL1	pull down
CCNK	FKBP6	two hybrid
CCNK	HMG20A	two hybrid
CCNK	KCNRG	two hybrid pooling approach
CCNK	KRTAP4-12	two hybrid
CCNK	NECAB2	two hybrid
CCNK	PIN1	affinity chromatography technology
CCNK	POLR2A	in vitro
CCNK	RBPMS	two hybrid pooling approach
CCNK	RFX6	two hybrid pooling approach
CCNK	RHOXF2	two hybrid pooling approach
CCNK	STX11	two hybrid
CCNK	TSC22D4	two hybrid
CCNK	UBC	affinity chromatography technology
CCNK	USHBP1	two hybrid
CCNL1	CDK11A	enzymatic study
CCNL1	ISG15	affinity chromatography technology
CCNL1	SRSF2	in vitro
CCNL2	CDK11A	enzymatic study
CCNL2	CDK11B	in vivo
CCNL2	DYRK1A	in vivo
CCNL2	JMJD6	affinity chromatography technology
CCNL2	POLR2A	affinity chromatography technology
CCNL2	RNPS1	anti bait coimmunoprecipitation
CCNL2	SRSF2	in vivo
CCNL2	SRSF7	in vivo
CCNO	CCNO	in vitro
CCNO	ITSN1	two hybrid
CCNO	PCNA	two hybrid
CCNO	PSME1	two hybrid
CCNO	RPA2	two hybrid
CCNO	VAV2	two hybrid
CCNO	VPRBP	pull down
CCNO	XRCC1	anti tag coimmunoprecipitation
CCNT1	CDK8	anti bait coimmunoprecipitation
CCNT1	CDK9	in vivo
CCNT1	EP300	enzymatic study
CCNT1	ESR1	in vivo
CCNT1	GRIPAP1	in vivo
CCNT1	GRN	in vivo
CCNT1	GTF2F1	enzymatic study
CCNT1	HEXIM1	unspecified method
CCNT1	HEXIM2	two hybrid
CCNT1	HIC2	in vivo
CCNT1	HNRNPA1	enzymatic study
CCNT1	HTATSF1	pull down
CCNT1	HTN1	in vivo
CCNT1	KDM1B	affinity chromatography technology
CCNT1	MAX	affinity chromatography technology
CCNT1	MDFIC	two hybrid
CCNT1	MEPCE	enzymatic study
CCNT1	MLLT1	affinity chromatography technology
CCNT1	MLLT3	anti tag coimmunoprecipitation
CCNT1	MYC	in vivo
CCNT1	NCOA2	affinity chromatography technology
CCNT1	NUFIP1	pull down
CCNT1	PGC	affinity chromatography technology
CCNT1	PML	affinity chromatography technology
CCNT1	PMS1	affinity chromatography technology
CCNT1	POLR2A	enzymatic study
CCNT1	PURA	pull down
CCNT1	S100A9	affinity chromatography technology
CCNT1	SKP2	in vivo
CCNT1	SNW1	anti bait coimmunoprecipitation
CCNT1	TAF7	pull down
CCNT1	TAT	affinity chromatography technology
CCNT1	TERF2	affinity chromatography technology
CCNT1	TP73	anti tag coimmunoprecipitation
CCNT1	UBC	affinity chromatography technology
CCNT1	UBE2A	affinity chromatography technology
CCNT1	WHSC1L1	affinity chromatography technology
CCNT2	CDK9	in vivo
CCNT2	HEXIM1	in vivo
CCNT2	PKN1	in vivo
CCNT2	RB1	in vitro
CCNY	CDK14	in vivo
CCNY	ELAVL1	pull down
CCNY	UBC	affinity chromatography technology
CCNY	YWHAG	coimmunoprecipitation
CCNYL1	UBC	affinity chromatography technology
CCP110	CDK2	in vitro
CCP110	CENPJ	protein kinase assay
CCP110	CEP290	anti tag coimmunoprecipitation
CCP110	CEP76	anti tag coimmunoprecipitation
CCP110	CEP97	anti tag coimmunoprecipitation
CCP110	CETN2	two hybrid
CCP110	COPS6	affinity chromatography technology
CCP110	ELAVL1	pull down
CCP110	FLOT2	affinity chromatography technology
CCP110	GPI	affinity chromatography technology
CCP110	HERC2	affinity chromatography technology
CCP110	KIF24	anti tag coimmunoprecipitation
CCP110	MPZ	two hybrid
CCP110	NEURL4	affinity chromatography technology
CCP110	PCNT	in vivo
CCP110	PNMA1	in vivo
CCP110	SCHIP1	display technology
CCP110	SNAP23	affinity chromatography technology
CCP110	SSSCA1	affinity chromatography technology
CCP110	TFIP11	in vivo
CCP110	UBC	affinity chromatography technology
CCPG1	COPS5	affinity chromatography technology
CCPG1	UBC	affinity chromatography technology
CCR10	CCR7	in vitro
CCR10	CXCL12	experimental interaction detection
CCR10	CXCL13	pull down
CCR10	FYN	peptide array
CCR10	GRB2	pull down
CCR10	NCK1	pull down
CCR10	PRRC2A	two hybrid
CCR1	CREB3	two hybrid
CCR1	GNA14	in vitro
CCR1	JAK1	in vivo
CCR1	PLP2	two hybrid
CCR1	STAT1	in vivo
CCR1	STAT3	in vivo
CCR1	TPST1	in vitro
CCR1	TPST2	in vitro
CCR2	CCR5	in vivo
CCR2	JAK2	in vivo
CCR2	TPST1	in vitro
CCR2	TPST2	in vitro
CCR3	CCR3	in vitro
CCR3	CXCL10	experimental interaction detection
CCR3	CXCL11	experimental interaction detection
CCR3	CXCL9	experimental interaction detection
CCR3	FGR	in vivo
CCR3	HCK	in vivo
CCR4	CXCL12	experimental interaction detection
CCR5	CD4	in vivo
CCR5	CREB3	two hybrid
CCR5	CST9L	two hybrid
CCR5	CTBP2	two hybrid
CCR5	CXCR4	coimmunoprecipitation
CCR5	DNM2	in vivo
CCR5	ETV5	two hybrid
CCR5	GNAI1	in vivo
CCR5	GNAI2	in vivo
CCR5	GNAI3	in vivo
CCR5	GNAO1	in vivo
CCR5	GNAQ	in vivo
CCR5	IL24	two hybrid
CCR5	JAK1	in vivo
CCR5	JAK2	affinity chromatography technology
CCR5	LCK	in vivo
CCR5	MYH9	pull down
CCR5	ORM1	in vitro
CCR5	PIK3R2	affinity chromatography technology
CCR5	PRAF2	anti tag coimmunoprecipitation
CCR5	PSMA5	two hybrid
CCR5	PTK2	affinity chromatography technology
CCR5	PTK2B	in vivo
CCR5	STAT1	in vivo
CCR5	STAT3	in vivo
CCR5	STAT5A	in vivo
CCR5	STAT5B	affinity chromatography technology
CCR5	TXK	in vivo
CCR6	DEFB1	in vivo
CCR6	DEFB103B	in vivo
CCR6	DEFB4B	in vivo
CCR8	CCR8	in vitro
CCR8	TPST1	in vitro
CCR8	TPST2	in vitro
CCRL1	CDK2	two hybrid
CCRL1	CXCL13	in vitro
CCRN4L	DNAJB5	anti bait coimmunoprecipitation
CCS	SOD1	affinity chromatography technology
CCS	UBC	affinity chromatography technology
CCS	XIAP	affinity chromatography technology
CCS	YWHAG	in vivo
CCSER1	NDEL1	two hybrid
CCSER2	CRADD	two hybrid
CCSER2	EXOC1	two hybrid
CCSER2	GTF2H1	in vitro
CCSER2	MAP1LC3B	two hybrid
CCSER2	NDEL1	two hybrid
CCSER2	OFD1	two hybrid pooling approach
CCSER2	PSMD11	in vitro
CCSER2	STX1A	in vitro
CCSER2	TCEA2	in vitro|two hybrid
CCT2	CDK7	enzymatic study
CCT2	COPS5	affinity chromatography technology
CCT2	CTTNBP2	affinity chromatography technology
CCT2	CUL1	affinity chromatography technology
CCT2	CUL3	affinity chromatography technology
CCT2	FBXW8	affinity chromatography technology
CCT2	FCHSD2	two hybrid
CCT2	HDAC5	affinity chromatography technology
CCT2	IGBP1	tandem affinity purification
CCT2	ISG15	affinity chromatography technology
CCT2	KIAA0101	affinity chromatography technology
CCT2	MAP3K3	anti tag coimmunoprecipitation
CCT2	MEPCE	enzymatic study
CCT2	MLST8	affinity chromatography technology
CCT2	MOB4	affinity chromatography technology
CCT2	MYC	tandem affinity purification
CCT2	PCK1	affinity chromatography technology
CCT2	PPP2CA	anti tag coimmunoprecipitation
CCT2	PPP2CB	affinity chromatography technology
CCT2	PPP2R2A	affinity chromatography technology
CCT2	PPP2R2B	affinity chromatography technology
CCT2	PPP2R2C	anti tag coimmunoprecipitation
CCT2	PPP2R2D	affinity chromatography technology
CCT2	PPP2R4	anti tag coimmunoprecipitation
CCT2	PPP4C	anti tag coimmunoprecipitation
CCT2	PRPF40A	affinity chromatography technology
CCT2	PSMA3	affinity chromatography technology
CCT2	RAD21	two hybrid
CCT2	RFWD2	affinity chromatography technology
CCT2	RIPK3	anti tag coimmunoprecipitation
CCT2	SIRT7	affinity chromatography technology
CCT2	STK24	anti tag coimmunoprecipitation
CCT2	STRN	affinity chromatography technology
CCT2	STRN3	affinity chromatography technology
CCT2	SUMO1	affinity chromatography technology
CCT2	SUMO4	affinity chromatography technology
CCT2	TBK1	anti tag coimmunoprecipitation
CCT2	TCF3	affinity chromatography technology
CCT2	TCP1	molecular sieving
CCT2	UBC	enzymatic study
CCT2	VAV2	two hybrid
CCT2	VHL	affinity chromatography technology
CCT2	YWHAG	in vivo
CCT2	YWHAZ	pull down
CCT3	CDK9	enzymatic study
CCT3	CTTNBP2	affinity chromatography technology
CCT3	CUL3	affinity chromatography technology
CCT3	EIF2B2	two hybrid pooling approach|two hybrid
CCT3	FBXW8	affinity chromatography technology
CCT3	HDAC5	affinity chromatography technology
CCT3	HNRNPA0	two hybrid pooling approach|two hybrid
CCT3	HSPA8	in vivo
CCT3	IGBP1	tandem affinity purification
CCT3	ISG15	affinity chromatography technology
CCT3	KIAA0101	affinity chromatography technology
CCT3	MAP3K1	anti tag coimmunoprecipitation
CCT3	MAP3K3	anti tag coimmunoprecipitation
CCT3	MAPK6	pull down
CCT3	MOB4	affinity chromatography technology
CCT3	MYC	tandem affinity purification
CCT3	NFKB2	anti tag coimmunoprecipitation
CCT3	PAFAH1B2	in vitro|two hybrid
CCT3	PPP2CA	anti tag coimmunoprecipitation
CCT3	PPP2CB	affinity chromatography technology
CCT3	PPP2R2A	affinity chromatography technology
CCT3	PPP2R2B	affinity chromatography technology
CCT3	PPP2R2C	anti tag coimmunoprecipitation
CCT3	PPP2R2D	anti tag coimmunoprecipitation
CCT3	PPP2R4	anti tag coimmunoprecipitation
CCT3	PPP4C	anti tag coimmunoprecipitation
CCT3	PSMA2	affinity chromatography technology
CCT3	PSMA3	affinity chromatography technology
CCT3	RAD21	two hybrid
CCT3	RAF1	two hybrid
CCT3	RFWD2	affinity chromatography technology
CCT3	SH3BP4	two hybrid
CCT3	SIRT7	affinity chromatography technology
CCT3	SSSCA1	two hybrid
CCT3	STK24	affinity chromatography technology
CCT3	STRN	affinity chromatography technology
CCT3	STRN3	affinity chromatography technology
CCT3	SUMO1	affinity chromatography technology
CCT3	TBK1	anti tag coimmunoprecipitation
CCT3	TCP1	molecular sieving
CCT3	UBC	enzymatic study
CCT3	VAV2	two hybrid
CCT3	VHL	affinity chromatography technology
CCT3	WDR82	affinity chromatography technology
CCT3	XRCC6	fluorescence microscopy
CCT3	YWHAZ	pull down
CCT4	CDK9	enzymatic study
CCT4	COPS5	affinity chromatography technology
CCT4	CUL1	affinity chromatography technology
CCT4	CUL3	affinity chromatography technology
CCT4	CUL5	affinity chromatography technology
CCT4	FBXO25	two hybrid
CCT4	GPN1	enzymatic study
CCT4	HDAC5	affinity chromatography technology
CCT4	HDAC9	affinity chromatography technology
CCT4	HNRNPH1	enzymatic study
CCT4	IGBP1	affinity chromatography technology
CCT4	ISG15	affinity chromatography technology
CCT4	KIAA0101	affinity chromatography technology
CCT4	MAP3K1	anti tag coimmunoprecipitation
CCT4	MAP3K3	anti tag coimmunoprecipitation
CCT4	MEPCE	enzymatic study
CCT4	MYC	tandem affinity purification
CCT4	PCK1	affinity chromatography technology
CCT4	PPP2CA	affinity chromatography technology
CCT4	PPP2CB	affinity chromatography technology
CCT4	PPP2R2A	affinity chromatography technology
CCT4	PPP2R2B	anti tag coimmunoprecipitation
CCT4	PPP2R2C	anti tag coimmunoprecipitation
CCT4	PPP2R2D	affinity chromatography technology
CCT4	PPP2R4	affinity chromatography technology
CCT4	PPP4C	affinity chromatography technology
CCT4	PRPF40A	affinity chromatography technology
CCT4	PSMA3	affinity chromatography technology
CCT4	RELA	anti tag coimmunoprecipitation
CCT4	RFWD2	affinity chromatography technology
CCT4	RPS6KA1	two hybrid
CCT4	STK24	anti tag coimmunoprecipitation
CCT4	STRN	affinity chromatography technology
CCT4	STRN3	affinity chromatography technology
CCT4	TBK1	anti tag coimmunoprecipitation
CCT4	TCP1	in vivo
CCT4	UBC	affinity chromatography technology
CCT4	VHL	affinity chromatography technology
CCT4	WDR16	in vivo
CCT4	YWHAZ	pull down
CCT5	CDK9	enzymatic study
CCT5	CTTNBP2	affinity chromatography technology
CCT5	CUL3	affinity chromatography technology
CCT5	CUL4A	affinity chromatography technology
CCT5	FBXO25	two hybrid
CCT5	GPN1	enzymatic study
CCT5	H2AFX	anti tag coimmunoprecipitation
CCT5	HDAC3	in vivo
CCT5	HDAC5	affinity chromatography technology
CCT5	HNRNPH1	enzymatic study
CCT5	IGBP1	tandem affinity purification
CCT5	IKBKAP	in vitro
CCT5	IKBKE	anti tag coimmunoprecipitation
CCT5	IMMT	two hybrid
CCT5	KIAA0101	affinity chromatography technology
CCT5	MAP3K1	anti tag coimmunoprecipitation
CCT5	MAP3K3	anti tag coimmunoprecipitation
CCT5	MOB4	affinity chromatography technology
CCT5	MYC	tandem affinity purification
CCT5	PCK1	affinity chromatography technology
CCT5	PDCL	in vivo
CCT5	PPP2CA	affinity chromatography technology
CCT5	PPP2CB	affinity chromatography technology
CCT5	PPP2R2A	affinity chromatography technology
CCT5	PPP2R2B	affinity chromatography technology
CCT5	PPP2R2C	anti tag coimmunoprecipitation
CCT5	PPP2R2D	anti tag coimmunoprecipitation
CCT5	PPP2R4	anti tag coimmunoprecipitation
CCT5	PPP4C	anti tag coimmunoprecipitation
CCT5	RFWD2	affinity chromatography technology
CCT5	RIPK3	anti tag coimmunoprecipitation
CCT5	RPAP2	enzymatic study
CCT5	RPAP3	enzymatic study
CCT5	SIRT7	affinity chromatography technology
CCT5	SRRM1	affinity chromatography technology
CCT5	SRRM2	affinity chromatography technology
CCT5	SSSCA1	two hybrid pooling approach
CCT5	STK24	affinity chromatography technology
CCT5	STRN	affinity chromatography technology
CCT5	STRN3	affinity chromatography technology
CCT5	SUMO2	affinity chromatography technology
CCT5	SUMO4	affinity chromatography technology
CCT5	TBC1D17	in vitro
CCT5	TBK1	anti tag coimmunoprecipitation
CCT5	TCP1	in vivo
CCT5	THEG	in vivo
CCT5	TP53	two hybrid
CCT5	TRAF3IP3	anti tag coimmunoprecipitation
CCT5	UBC	affinity chromatography technology
CCT5	VHL	affinity chromatography technology
CCT5	WDR82	affinity chromatography technology
CCT5	XRN1	two hybrid
CCT6A	CTTNBP2	affinity chromatography technology
CCT6A	CUL3	affinity chromatography technology
CCT6A	FBXO25	two hybrid
CCT6A	FBXW8	affinity chromatography technology
CCT6A	GPN1	enzymatic study
CCT6A	HDAC5	affinity chromatography technology
CCT6A	IGBP1	tandem affinity purification
CCT6A	IMPA2	anti bait coimmunoprecipitation
CCT6A	KDM5A	anti bait coimmunoprecipitation
CCT6A	KIAA0101	affinity chromatography technology
CCT6A	MAP3K1	anti tag coimmunoprecipitation
CCT6A	MAP3K3	anti tag coimmunoprecipitation
CCT6A	MLX	anti bait coimmunoprecipitation
CCT6A	MOB4	affinity chromatography technology
CCT6A	MYBPC2	anti bait coimmunoprecipitation
CCT6A	MYC	tandem affinity purification
CCT6A	PARP4	anti bait coimmunoprecipitation
CCT6A	PPP2CA	affinity chromatography technology
CCT6A	PPP2CB	affinity chromatography technology
CCT6A	PPP2R2A	affinity chromatography technology
CCT6A	PPP2R2B	affinity chromatography technology
CCT6A	PPP2R2C	anti tag coimmunoprecipitation
CCT6A	PPP2R2D	affinity chromatography technology
CCT6A	PPP2R4	anti tag coimmunoprecipitation
CCT6A	PPP4C	anti tag coimmunoprecipitation
CCT6A	PSMA3	affinity chromatography technology
CCT6A	RFWD2	affinity chromatography technology
CCT6A	RPAP1	enzymatic study
CCT6A	SGCG	anti bait coimmunoprecipitation
CCT6A	STK24	affinity chromatography technology
CCT6A	STRN	affinity chromatography technology
CCT6A	STRN3	affinity chromatography technology
CCT6A	SUMO4	in vivo
CCT6A	SUPT16H	anti bait coimmunoprecipitation
CCT6A	TBK1	anti tag coimmunoprecipitation
CCT6A	TCP1	in vivo
CCT6A	TTN	anti bait coimmunoprecipitation
CCT6A	UBC	affinity chromatography technology
CCT6A	VHL	affinity chromatography technology
CCT6A	YWHAZ	pull down
CCT6B	FBXW8	affinity chromatography technology
CCT6B	PPP2R2D	affinity chromatography technology
CCT6B	STRN	affinity chromatography technology
CCT6B	UBC	affinity chromatography technology
CCT7	CEBPE	two hybrid
CCT7	CRMP1	two hybrid
CCT7	CUL3	affinity chromatography technology
CCT7	DNM2	two hybrid
CCT7	EEF1D	display technology
CCT7	EEF1G	in vitro
CCT7	FBXO25	two hybrid
CCT7	FBXW8	affinity chromatography technology
CCT7	HDAC5	affinity chromatography technology
CCT7	IGBP1	affinity chromatography technology
CCT7	KAT5	two hybrid
CCT7	KIAA0101	affinity chromatography technology
CCT7	MAP3K3	anti tag coimmunoprecipitation
CCT7	MED31	in vitro
CCT7	MOB4	affinity chromatography technology
CCT7	PAN2	affinity chromatography technology
CCT7	PPP2CA	affinity chromatography technology
CCT7	PPP2CB	affinity chromatography technology
CCT7	PPP2R2A	affinity chromatography technology
CCT7	PPP2R2B	anti tag coimmunoprecipitation
CCT7	PPP2R2C	affinity chromatography technology
CCT7	PPP2R2D	anti tag coimmunoprecipitation
CCT7	PPP2R4	anti tag coimmunoprecipitation
CCT7	PPP4C	anti tag coimmunoprecipitation
CCT7	PRPF40A	affinity chromatography technology
CCT7	PSMA2	affinity chromatography technology
CCT7	RAD21	two hybrid
CCT7	RAP1B	two hybrid
CCT7	RCC1	two hybrid
CCT7	RFWD2	affinity chromatography technology
CCT7	RIPK3	anti tag coimmunoprecipitation
CCT7	SSSCA1	in vivo
CCT7	STK24	affinity chromatography technology
CCT7	STRN	affinity chromatography technology
CCT7	STRN3	affinity chromatography technology
CCT7	SUMO4	affinity chromatography technology
CCT7	TBK1	anti tag coimmunoprecipitation
CCT7	TCP1	in vivo
CCT7	UBC	enzymatic study
CCT7	VHL	affinity chromatography technology
CCT7	WDR82	affinity chromatography technology
CCT7	YWHAZ	pull down
CCT8	CDK9	affinity chromatography technology
CCT8	COPS5	affinity chromatography technology
CCT8	CTTNBP2	affinity chromatography technology
CCT8	CUL1	affinity chromatography technology
CCT8	CUL3	affinity chromatography technology
CCT8	FBXO25	two hybrid
CCT8	GPN1	enzymatic study
CCT8	HDAC1	affinity chromatography technology
CCT8	HDAC5	affinity chromatography technology
CCT8	IGBP1	affinity chromatography technology
CCT8	KIAA0101	affinity chromatography technology
CCT8	MAP3K1	anti tag coimmunoprecipitation
CCT8	MAP3K3	anti tag coimmunoprecipitation
CCT8	MEPCE	enzymatic study
CCT8	MOB4	anti tag coimmunoprecipitation
CCT8	MYC	tandem affinity purification
CCT8	NELFB	affinity chromatography technology
CCT8	PPP2CA	affinity chromatography technology
CCT8	PPP2CB	affinity chromatography technology
CCT8	PPP2R2A	affinity chromatography technology
CCT8	PPP2R2B	affinity chromatography technology
CCT8	PPP2R2C	anti tag coimmunoprecipitation
CCT8	PPP2R2D	affinity chromatography technology
CCT8	PPP2R4	affinity chromatography technology
CCT8	PPP4C	affinity chromatography technology
CCT8	PSMA3	affinity chromatography technology
CCT8	RAD21	two hybrid
CCT8	RELA	anti tag coimmunoprecipitation
CCT8	RFWD2	affinity chromatography technology
CCT8	STK24	anti tag coimmunoprecipitation
CCT8	STRN	affinity chromatography technology
CCT8	STRN3	affinity chromatography technology
CCT8	TBK1	anti tag coimmunoprecipitation
CCT8	TCP1	in vivo
CCT8	TRAF3IP3	anti tag coimmunoprecipitation
CCT8	UBC	affinity chromatography technology
CCT8	VHL	affinity chromatography technology
CCT8	YWHAZ	pull down
CCZ1	DEDD	display technology
CCZ1	FYCO1	affinity chromatography technology
CCZ1B	UBC	enzymatic study
CD101	PUF60	two hybrid pooling approach
CD101	SH3GL3	in vitro
CD101	SRSF5	two hybrid
CD101	ST13	in vitro
CD14	CD55	in vitro
CD14	DIP2A	two hybrid
CD14	FSTL1	two hybrid
CD14	GJB2	two hybrid
CD14	IRAK3	two hybrid
CD14	ITGB2	in vitro
CD14	LBP	in vitro
CD14	LGALS3BP	in vitro
CD14	LTF	in vitro
CD14	POLR2J	two hybrid
CD14	PPP3R2	two hybrid
CD14	TLR2	in vivo
CD14	TLR3	in vivo
CD14	TLR4	in vivo
CD14	TNFRSF1B	two hybrid
CD151	CD46	affinity chromatography technology
CD151	ITGA3	in vivo
CD151	ITGA6	in vivo
CD151	ITGB1	in vivo
CD151	MMP7	in vivo
CD151	PTGFRN	affinity chromatography technology
CD151	RNF128	in vivo
CD151	UBC	affinity chromatography technology
CD160	TNFRSF14	surface plasmon resonance
CD163	CSNK2B	in vivo|two hybrid
CD163	HP	in vivo
CD163	MYH9	in vivo
CD163	PRKCA	in vivo
CD164	ELAVL1	pull down
CD164	GRB2	two hybrid
CD164	MYO5B	fluorescence microscopy
CD177	EWSR1	two hybrid pooling approach|two hybrid
CD177	KCNIP3	two hybrid pooling approach
CD177	SHBG	two hybrid
CD180	LY86	in vivo
CD180	UBC	affinity chromatography technology
CD19	CD22	in vivo
CD19	CD79A	in vivo
CD19	CD79B	in vivo
CD19	CD81	in vivo
CD19	CD82	in vivo
CD19	CD9	in vivo
CD19	CR2	in vivo
CD19	FYN	in vivo
CD19	GRB2	in vivo
CD19	IFITM1	in vivo
CD19	LYN	in vivo
CD19	MAPK1	in vivo
CD19	PIK3R1	coimmunoprecipitation
CD19	PIK3R3	coimmunoprecipitation
CD19	PLCG2	in vivo
CD19	SOS1	in vivo
CD19	SYK	in vivo
CD19	VAV1	in vivo
CD19	VAV2	pull down
CD1A	DGAT1	two hybrid
